FileStatus,LeftFileName,RightFileName,LeftFilePath,RightFilePath,LeftNumberOfLines,RightNumberOfLines,LeftFileNamePWeaver,LeftLeafFileName,RightLeafFileName
RightOnly,,#pweaver#b13permit.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#b13permit.dtel.xml,,23,,,b13permit.dtel.xml
RightOnly,,#pweaver#backserver.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#backserver.dtel.xml,,23,,,backserver.dtel.xml
RightOnly,,#pweaver#backupflag.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#backupflag.dtel.xml,,23,,,backupflag.dtel.xml
RightOnly,,#pweaver#backupip.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#backupip.dtel.xml,,23,,,backupip.dtel.xml
RightOnly,,#pweaver#bapiret2.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bapiret2.tabl.xml,,112,,,bapiret2.tabl.xml
RightOnly,,#pweaver#barcodedata.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#barcodedata.tabl.xml,,68,,,barcodedata.tabl.xml
RightOnly,,#pweaver#billedclass.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#billedclass.dtel.xml,,23,,,billedclass.dtel.xml
RightOnly,,#pweaver#block.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#block.dtel.xml,,23,,,block.dtel.xml
RightOnly,,#pweaver#bookingnumber.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bookingnumber.dtel.xml,,23,,,bookingnumber.dtel.xml
RightOnly,,#pweaver#bookno.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bookno.dtel.xml,,23,,,bookno.dtel.xml
RightOnly,,#pweaver#boxcode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#boxcode.dtel.xml,,23,,,boxcode.dtel.xml
RightOnly,,#pweaver#bpsflag.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bpsflag.dtel.xml,,23,,,bpsflag.dtel.xml
RightOnly,,#pweaver#bpslog.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bpslog.tabl.xml,,220,,,bpslog.tabl.xml
RightOnly,,#pweaver#bpsurl.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bpsurl.dtel.xml,,23,,,bpsurl.dtel.xml
RightOnly,,#pweaver#bsoflag.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#bsoflag.dtel.xml,,23,,,bsoflag.dtel.xml
RightOnly,,#pweaver#c01ex_tab.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#c01ex_tab.ttyp.xml,,18,,,c01ex_tab.ttyp.xml
RightOnly,,#pweaver#c01_tab.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#c01_tab.ttyp.xml,,18,,,c01_tab.ttyp.xml
RightOnly,,#pweaver#cargoaircraft.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cargoaircraft.dtel.xml,,23,,,cargoaircraft.dtel.xml
RightOnly,,#pweaver#cargopckinst.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cargopckinst.dtel.xml,,23,,,cargopckinst.dtel.xml
RightOnly,,#pweaver#cargopckqty.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cargopckqty.dtel.xml,,23,,,cargopckqty.dtel.xml
RightOnly,,#pweaver#carname.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carname.doma.xml,,67,,,carname.doma.xml
RightOnly,,#pweaver#carname.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carname.dtel.xml,,23,,,carname.dtel.xml
RightOnly,,#pweaver#carrierchoice.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierchoice.doma.xml,,31,,,carrierchoice.doma.xml
RightOnly,,#pweaver#carrierchoice.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierchoice.dtel.xml,,15,,,carrierchoice.dtel.xml
RightOnly,,#pweaver#carriercode.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriercode.doma.xml,,16,,,carriercode.doma.xml
RightOnly,,#pweaver#carriercode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriercode.dtel.xml,,23,,,carriercode.dtel.xml
RightOnly,,#pweaver#carrierdesc.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierdesc.doma.xml,,16,,,carrierdesc.doma.xml
RightOnly,,#pweaver#carrierdesc.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierdesc.dtel.xml,,23,,,carrierdesc.dtel.xml
RightOnly,,#pweaver#carrieridf.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrieridf.dtel.xml,,23,,,carrieridf.dtel.xml
RightOnly,,#pweaver#carriermethod.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriermethod.doma.xml,,43,,,carriermethod.doma.xml
RightOnly,,#pweaver#carriermethod.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriermethod.dtel.xml,,23,,,carriermethod.dtel.xml
RightOnly,,#pweaver#carriername.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriername.dtel.xml,,23,,,carriername.dtel.xml
RightOnly,,#pweaver#carrierpartner.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierpartner.dtel.xml,,23,,,carrierpartner.dtel.xml
RightOnly,,#pweaver#carriertextid.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriertextid.dtel.xml,,23,,,carriertextid.dtel.xml
RightOnly,,#pweaver#carriertype.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriertype.doma.xml,,16,,,carriertype.doma.xml
RightOnly,,#pweaver#carriertype.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carriertype.dtel.xml,,23,,,carriertype.dtel.xml
RightOnly,,#pweaver#carrierupdateexit.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrierupdateexit.dtel.xml,,23,,,carrierupdateexit.dtel.xml
RightOnly,,#pweaver#carrier_statuscode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrier_statuscode.dtel.xml,,23,,,carrier_statuscode.dtel.xml
RightOnly,,#pweaver#carrier_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrier_ts.tabl.xml,,36,,,carrier_ts.tabl.xml
RightOnly,,#pweaver#carrier_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carrier_tt.ttyp.xml,,18,,,carrier_tt.ttyp.xml
RightOnly,,#pweaver#carr_ddwn_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carr_ddwn_ts.tabl.xml,,28,,,carr_ddwn_ts.tabl.xml
RightOnly,,#pweaver#carr_ddwn_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#carr_ddwn_tt.ttyp.xml,,18,,,carr_ddwn_tt.ttyp.xml
RightOnly,,#pweaver#ccaropt.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#ccaropt.tabl.xml,,348,,,ccaropt.tabl.xml
RightOnly,,#pweaver#cccategory_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cccategory_ts.tabl.xml,,36,,,cccategory_ts.tabl.xml
RightOnly,,#pweaver#cccategory_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cccategory_tt.ttyp.xml,,18,,,cccategory_tt.ttyp.xml
RightOnly,,#pweaver#cconfig_ddwn_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_ddwn_ts.tabl.xml,,36,,,cconfig_ddwn_ts.tabl.xml
RightOnly,,#pweaver#cconfig_ddwn_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_ddwn_tt.ttyp.xml,,18,,,cconfig_ddwn_tt.ttyp.xml
RightOnly,,#pweaver#cconfig_s.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_s.tabl.xml,,442,,,cconfig_s.tabl.xml
RightOnly,,#pweaver#cconfig_ss.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_ss.tabl.xml,,454,,,cconfig_ss.tabl.xml
RightOnly,,#pweaver#cconfig_tab.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_tab.ttyp.xml,,18,,,cconfig_tab.ttyp.xml
RightOnly,,#pweaver#cconfig_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cconfig_ts.tabl.xml,,430,,,cconfig_ts.tabl.xml
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrf00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrf00.abap,,6,,,lcdaddrf00.abap
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrf00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrf00.xml,,13,,,lcdaddrf00.xml
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddri00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddri00.abap,,5,,,lcdaddri00.abap
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddri00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddri00.xml,,13,,,lcdaddri00.xml
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrt00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrt00.abap,,15,,,lcdaddrt00.abap
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrt00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrt00.xml,,12,,,lcdaddrt00.xml
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrtop.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrtop.abap,,5,,,lcdaddrtop.abap
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#lcdaddrtop.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#lcdaddrtop.xml,,17,,,lcdaddrtop.xml
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#saplcdaddr.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#saplcdaddr.abap,,20,,,saplcdaddr.abap
RightOnly,,#pweaver#cdaddr.fugr.#pweaver#saplcdaddr.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.#pweaver#saplcdaddr.xml,,19,,,saplcdaddr.xml
RightOnly,,#pweaver#cdaddr.fugr.tableframe_#pweaver#cdaddr.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.tableframe_#pweaver#cdaddr.abap,,10,,,cdaddr.abap
RightOnly,,#pweaver#cdaddr.fugr.tableproc_#pweaver#cdaddr.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.tableproc_#pweaver#cdaddr.abap,,8,,,cdaddr.abap
RightOnly,,#pweaver#cdaddr.fugr.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr.fugr.xml,,2371,,,cdaddr.fugr.xml
RightOnly,,#pweaver#cdaddr_tab.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdaddr_tab.ttyp.xml,,18,,,cdaddr_tab.ttyp.xml
RightOnly,,#pweaver#cdcarriercode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdcarriercode.dtel.xml,,23,,,cdcarriercode.dtel.xml
RightOnly,,#pweaver#cdescription.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdescription.dtel.xml,,23,,,cdescription.dtel.xml
RightOnly,,#pweaver#cdparvw.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cdparvw.dtel.xml,,23,,,cdparvw.dtel.xml
RightOnly,,#pweaver#changelog.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#changelog.dtel.xml,,23,,,changelog.dtel.xml
RightOnly,,#pweaver#char10.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char10.doma.xml,,16,,,char10.doma.xml
RightOnly,,#pweaver#char100.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char100.doma.xml,,16,,,char100.doma.xml
RightOnly,,#pweaver#char15.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char15.doma.xml,,16,,,char15.doma.xml
RightOnly,,#pweaver#char2.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char2.doma.xml,,42,,,char2.doma.xml
RightOnly,,#pweaver#char20.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char20.doma.xml,,16,,,char20.doma.xml
RightOnly,,#pweaver#char225.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char225.doma.xml,,16,,,char225.doma.xml
RightOnly,,#pweaver#char255.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char255.doma.xml,,16,,,char255.doma.xml
RightOnly,,#pweaver#char30.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char30.doma.xml,,16,,,char30.doma.xml
RightOnly,,#pweaver#char35.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char35.doma.xml,,15,,,char35.doma.xml
RightOnly,,#pweaver#char75.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#char75.doma.xml,,16,,,char75.doma.xml
RightOnly,,#pweaver#chargecode.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#chargecode.doma.xml,,47,,,chargecode.doma.xml
RightOnly,,#pweaver#chargecode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#chargecode.dtel.xml,,23,,,chargecode.dtel.xml
RightOnly,,#pweaver#checkdigit.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#checkdigit.dtel.xml,,23,,,checkdigit.dtel.xml
RightOnly,,#pweaver#childkey.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#childkey.dtel.xml,,23,,,childkey.dtel.xml
RightOnly,,#pweaver#childsecret.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#childsecret.dtel.xml,,23,,,childsecret.dtel.xml
RightOnly,,#pweaver#cicurr.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cicurr.tabl.xml,,56,,,cicurr.tabl.xml
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixf00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixf00.abap,,6,,,lcitrixf00.abap
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixf00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixf00.xml,,13,,,lcitrixf00.xml
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixi00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixi00.abap,,5,,,lcitrixi00.abap
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixi00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixi00.xml,,13,,,lcitrixi00.xml
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixt00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixt00.abap,,15,,,lcitrixt00.abap
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixt00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixt00.xml,,12,,,lcitrixt00.xml
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixtop.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixtop.abap,,5,,,lcitrixtop.abap
RightOnly,,#pweaver#citrix.fugr.#pweaver#lcitrixtop.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#lcitrixtop.xml,,17,,,lcitrixtop.xml
RightOnly,,#pweaver#citrix.fugr.#pweaver#saplcitrix.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#saplcitrix.abap,,19,,,saplcitrix.abap
RightOnly,,#pweaver#citrix.fugr.#pweaver#saplcitrix.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.#pweaver#saplcitrix.xml,,19,,,saplcitrix.xml
RightOnly,,#pweaver#citrix.fugr.tableframe_#pweaver#citrix.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.tableframe_#pweaver#citrix.abap,,10,,,citrix.abap
RightOnly,,#pweaver#citrix.fugr.tableproc_#pweaver#citrix.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.tableproc_#pweaver#citrix.abap,,8,,,citrix.abap
RightOnly,,#pweaver#citrix.fugr.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.fugr.xml,,499,,,citrix.fugr.xml
RightOnly,,#pweaver#citrix.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrix.tabl.xml,,48,,,citrix.tabl.xml
RightOnly,,#pweaver#citrixs.tobj.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#citrixs.tobj.xml,,43,,,citrixs.tobj.xml
RightOnly,,#pweaver#class.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#class.dtel.xml,,23,,,class.dtel.xml
RightOnly,,#pweaver#classordivision.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#classordivision.dtel.xml,,23,,,classordivision.dtel.xml
RightOnly,,#pweaver#clearscreen.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#clearscreen.dtel.xml,,23,,,clearscreen.dtel.xml
RightOnly,,#pweaver#clntversion.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#clntversion.dtel.xml,,23,,,clntversion.dtel.xml
RightOnly,,#pweaver#closed.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#closed.doma.xml,,36,,,closed.doma.xml
RightOnly,,#pweaver#closed.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#closed.dtel.xml,,23,,,closed.dtel.xml
RightOnly,,#pweaver#closeout.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#closeout.dtel.xml,,23,,,closeout.dtel.xml
RightOnly,,#pweaver#clsofserv.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#clsofserv.dtel.xml,,23,,,clsofserv.dtel.xml
RightOnly,,#pweaver#cl_im_ecs_track.clas.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cl_im_ecs_track.clas.abap,,41,,,cl_im_ecs_track.clas.abap
RightOnly,,#pweaver#cl_im_ecs_track.clas.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cl_im_ecs_track.clas.xml,,16,,,cl_im_ecs_track.clas.xml
RightOnly,,#pweaver#cl_im_ecs_track_h.clas.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cl_im_ecs_track_h.clas.abap,,38,,,cl_im_ecs_track_h.clas.abap
RightOnly,,#pweaver#cl_im_ecs_track_h.clas.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cl_im_ecs_track_h.clas.xml,,16,,,cl_im_ecs_track_h.clas.xml
RightOnly,,#pweaver#cmfr.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cmfr.dtel.xml,,23,,,cmfr.dtel.xml
RightOnly,,#pweaver#codamount.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#codamount.dtel.xml,,23,,,codamount.dtel.xml
RightOnly,,#pweaver#codcollectiontype.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#codcollectiontype.dtel.xml,,23,,,codcollectiontype.dtel.xml
RightOnly,,#pweaver#codflag.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#codflag.dtel.xml,,23,,,codflag.dtel.xml
RightOnly,,#pweaver#codfreightfm.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#codfreightfm.dtel.xml,,23,,,codfreightfm.dtel.xml
RightOnly,,#pweaver#cod_amount.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#cod_amount.dtel.xml,,23,,,cod_amount.dtel.xml
RightOnly,,#pweaver#comdint.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#comdint.tabl.xml,,195,,,comdint.tabl.xml
RightOnly,,#pweaver#commerinvoice.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#commerinvoice.dtel.xml,,23,,,commerinvoice.dtel.xml
RightOnly,,#pweaver#commodity.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#commodity.tabl.xml,,365,,,commodity.tabl.xml
RightOnly,,#pweaver#commodity_tab.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#commodity_tab.ttyp.xml,,18,,,commodity_tab.ttyp.xml
RightOnly,,#pweaver#commodity_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#commodity_tt.ttyp.xml,,18,,,commodity_tt.ttyp.xml
RightOnly,,#pweaver#communication.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#communication.doma.xml,,37,,,communication.doma.xml
RightOnly,,#pweaver#communication.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#communication.dtel.xml,,23,,,communication.dtel.xml
RightOnly,,#pweaver#communication_ts.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#communication_ts.tabl.xml,,36,,,communication_ts.tabl.xml
RightOnly,,#pweaver#communication_tt.ttyp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#communication_tt.ttyp.xml,,18,,,communication_tt.ttyp.xml
RightOnly,,#pweaver#condexf.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condexf.tabl.xml,,56,,,condexf.tabl.xml
RightOnly,,#pweaver#conditm.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#conditm.tabl.xml,,62,,,conditm.tabl.xml
RightOnly,,#pweaver#condseq.fugr.#pweaver#lcondseqf00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condseq.fugr.#pweaver#lcondseqf00.abap,,6,,,lcondseqf00.abap
RightOnly,,#pweaver#condseq.fugr.#pweaver#lcondseqf00.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condseq.fugr.#pweaver#lcondseqf00.xml,,13,,,lcondseqf00.xml
RightOnly,,#pweaver#condseq.fugr.#pweaver#lcondseqf01.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condseq.fugr.#pweaver#lcondseqf01.abap,,226,,,lcondseqf01.abap
RightOnly,,#pweaver#condseq.fugr.#pweaver#lcondseqf01.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condseq.fugr.#pweaver#lcondseqf01.xml,,21,,,lcondseqf01.xml
RightOnly,,#pweaver#condseq.fugr.#pweaver#lcondseqi00.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#condseq.fugr.#pweaver#lcondseqi00.abap,,5,,,lcondseqi00.abap
